id,Comment,Sentiment
185,"The boxes with the blouse arrived when I was on a 2 week vacation in Europe. I was so tired when I got back I did not open the boxes immediately. Now I have opened the package, the blouse has stains on it. I really did not expect this and I am disappointed because we are past the return time. Why should returns have an end date. What a waste ",Negative
186,"I am particular about what I wear and I care about the environment. The description for this blouse says it is made from bamboo extracts but I highly doubt that. I think this was made with cotton. I could tell immediately after I took the blouse out of its packaging, I cannot support companies that do not care for the environment so I returned it ",Negative
187,"I washed this blouse before I tried it on because I have allergies. After I tried it, I could not stop scratching because I was itching everywhere. I don’t know what it is but it was not for me or anyone else. I usually donate unwanted clothing but with this, I had to throw it out ",Negative
188,Tried the blouse on and the material felt cheap. It reminded me of the scrubs that I see healthcare workers wearing. I would have paid more for a better quality. ,Negative
191,You need to wash this blouse maybe 15 times before the material is soft and comfortable. It comes in stiff material that doesn’t feel as flowy as it looks on the picture ,Negative
193,"I'm not happy. The blouse fit perfectly when I received it. However, after the first laundry round it shrank really bad and I could not get the creases however hard I tried to iron it ",Negative
194,The white for this blouse is not pure white. I didn't notice that from the picture ,Negative
195,"Needed a blouse for work but I guess I can never look cute at work.. It is functinal in that it is a white shirt but I don't like how it sits on my chest and arms. If I didn’t need it for work, I would have returned it and bought something with a better fit",Negative
196,"Do you have an iron? If not, don't buy this blouse. It wrinkles up so much after every wash. I really don't have time to iron my landry. Other than that, it was a good buy",Negative
197,Something about the high collar on this blouse that irks me. I don't like that it rides on my neck and I have to continuosly rub my neck. Maybe they can change the design and make it without the collar,Negative
198,"Packaging for this blouse was damaged when it was delivered. Because of the damaged packaging, I don’t know how the shirt got torn in the process. I opened it, saw the damage and immediately sent it back because even after trying the damaged one, I didn't like it",Negative
201,I really like the design of the blouse with the hidden buttons. It makes for a stylish look… I mean it wouldn't have changed the function of the blouse but it adds a lille elegance. I got it in the classic red and I love it ,Positive
202,"It has been a struggle to find white blouses for work. I work in a bakery. This blouse ticked all the boxes I was looking for - fit, quality, length of sleeves and material that breathes ",Positive
203,Versatile blouse which was gifted to me by my sister. I then decided to buy two more in purple and green. I really like the way they fit and how I can wear the blouses for work and for casual events ,Positive
204,"My jeans, slacks, skirts and every other bottom in my wardrobe loves this blouse. So do I! The material is so soft and comfortable and the price is right ",Positive
205,Looks like this blouse was made for my wife. I like how it fits her well and how brown accentuates her eye color. I bought it last years for her birthday and she is still thanking me for it,Positive
206,The blouse fit its description and picture to a T. I am happy with my purchase ,Positive
207,Perfect blouse for work and for a good price. I will order more colors ,Positive
208,"If you want to make a statement at work, order this blouse. Everyone in my office complimented me and I got a boost of confidence. I went back and ordered 6 more colours ",Positive
209,This is like the little black dress that every woman should have. All women also need to have this blouse in white. It fits work and non-work activities. I recommend it. I would advise that you buy a size up though as it runs small,Positive
210,This blouse fit me like it was made only for me. I liked the color and the fit around my tummy looked exactly like the model in the picture. I recommend the blouse! ,Positive
211,I can wear the blouse buttoned up for work or unbuttoned with a tank top underneath for casual events. I like its versatility. It arrived right on time in cute pink packaging that I have repurposed to put my earrings,Positive
213,I have now bought two of these blouses. The first one far exceeded my expectations and I just had to buy another one. It fit me perfectly and I am happy that none of my body parts are exposed. I can also move freely while wearing it and I still remain decent. I appreciate the seller for accommodating mature women like me who are past the age of exposing their bodies to the world,Positive
214,I never do repeat purchases because I am a minimalist - one of anything is enough for me. I had to make an exception for this blouse. When I bought it online it arrived on time in a beautiful box that I really did not want to thrw out. I was more amazed when I opened the packaging and tried on the blouse. It is such a flattering fit that accentuates all my best feature. I went back to buy a second one and right now I am tinkering with the idea of buying a third one for a friend,Positive
215,Love this blouse. Excellent quality at an affordable price. Every woman should buy one for herself ,Positive
216,"I bought this blouse for myself but my boyfriend steals it from me from time to time. If there is a test that a product is amazing, this should be it. I like that it can fit both men and women. I am definitely going to buy another one for myself and one for my boyfriend. It is a well made comfortable blouse",Positive
217,My work requires me to dress to the nines. I bought these blouses for work. I get a lot of compliments every time I wear them to work. Other ladies in my department have asked me where I bought it and I have shared your website. They have been pleasantly surprised by the low price for such a great quality blouse,Positive
218,"The picture did not even do justice to how this blouse looks, feels and fits in real person. I have had delivery delays with other sellers but this blouse arrived well before the estimated delivery time. When I tried it, my children only had good things to say - they are usually brutally honest when something does not look good. ",Positive
219,"No need to delay your decision or save this blouse in your cart. Go ahead and buy it, you will not regret your decision. I loved that it is available in may colours. I ordered one in white and it was the brightest white that I have ever seen. The packaging was clean and the blouse did not have any stains on it. The blouse fits well and is very versatile. I am going to buy more colours for myself and for my friends too",Positive
220,Washed this shirt once and it shrunk really bad. I don’t think my 7 year old can even fit into it now. I really followed the instructions. ,Negative
221,"Shirt was wrong size. I called the seller to return it and I was told to wait because I would receive return pacakging. 5 months later, I am still waiting for promised return packaging ",Negative
222,I usually wear a medium but this sellers medium shirts are way too small. I could not tuck it in when I received it and I immediately returned it ,Negative
223,Material for this shirt was way too shiny in person than what it looks like on the picture. The material also felt really cheap,Negative
224,The color of this shirt bled out with my first wash. I was really expecting a whole lot for the hefty price I paid. If I wanted poor quality I would have gone to Walmart - not buying again ,Negative
225,"No way I am wearing this bad shirt to my brother's wedding. I went by other good reviews for this shirt but I should have listened to the nay sayers. It is not well made, I could have returned it but I didn’t want the hustle  ",Negative
226,How can one sleeve on one shirt be longer than the other? These are some of the design flaws that you can never pick up from the description or pictures but I was disappointed when I found out. I returned the shirt,Negative
227,The collar on this shirt sat too high on my neck. I could not without the shirt rubbing on me. I thought I was going to tough it out and still wear it but I have given up. ,Negative
228,"I don’t think they can make this shirt right for bigger men like me. I wear medium, the first one I ordered had small sleeves. I returned it for a large, which was still small. I would say buy 3 sizes up  ",Negative
229,The Shirt had stains when I received it but I did not see them because they were oil-like stains on grey. I was very embarassed when one of my co-workers pointed this out at work. I am disappointed. ,Negative
230,Runs a little small. I could not raise my hands above my head wearing this shirt and also it came untucked multiple times. I had worn it 3 times when I then discovered all these problems and I could not return it,Negative
231,I received a wrong order when I bought this shirt. I then called the seller to ask for an exchange. I talked to a bunch of rude people. I sent the package back and I only received my refund months later ,Negative
233,"For the price I paid, I expected this shirt to be out of this world. No, it's just your regular shirt that actually borders on being too cheap. It's way too shiny, I don't like it ",Negative
235,The inside seams were not sewn to close them from scratching your skin. I expected a lot from the shirt but it left seam marks on me. I now wear it with undershirts ,Negative
237,Its great! Color does not run out after washing this shirt and size stays the same. The only Negative thing I have to say is that there were threads near the buttons that were sticking out. I just cut them  ,Positive
239,Soft and cozy shirt for a reasonable price ,Positive
240,The camera lied for this shirt. It fit perfectly well on the model. I lok exactly like the model they have and my measurements are the same but I was disappointed when I received it because it’s a tad small,Negative
242,It's a comfortable shirt that I can wear to work and to social gatherings as smart casual. ,Positive
243,Great fit for my boyfriend!!! The shirt accentuates his broad shoulders which I love :-) ,Positive
244,"Feels like I had this shirt custom made for me by a personal tailor but no, it's just a well made garment. I like it  ",Positive
245,My ties sat on the shirt collar very well. I even tried my bowties on it and they looked great. Not many shirts can accommodate the classic bowtie nowadays. This one wonderfully surprised me ,Positive
246,You can buy several of these shirts and get a reduced price. That would be a bet if you don't know how they will fit or their quality but I bought them using the deal and I got value for money for buying the package with 3. I recommend it! ,Positive
247,On time delivery for the shirt that I needed for my father's funeral is what I needed and the seller exceeded that expectation with earlier than estimated delivery on this great shirt. ,Positive
248,Decent shirt that I will wear to work. I will probably go back to buy some more because they are required in white at my job. ,Positive
249,Shirt looks good with my jeans and almost all other pants that I have in my wardrobe and it's good quality. I am ordering another one today ,Positive
250,"I don’t know if I will be able to remove the delivery wrinkles from this shirt . I called customer services and they were really nice, they gave me the idea of steaming the shirt and it came out looking cute ",Positive
252,This shirt seems like it is aeriated. I wore it a party where I was dancing all night and I did not smell bad the entire time. The material is great quality and it’s a comfortable fit ,Positive
253,"I really don’t care about clothes compliments that much but with this shirt they have just been off the charts. I don't normally write reviews either but I think this shirt deserves my five stars, I will be ordering more in other colors ",Positive
254,The over the phone customer service was excellent in answering my shirt questions before I made the purchase. This solidifed my decision to buy the shirt. It fit really well and was delivered on time ,Positive
255,"Thank you for making the perfect shirt for tall and slim men like me. Whenever I buy shirts, they are always too short but this one deals with the height issue really well. The price is also right ",Positive
257,My dad loves this shirt that I bought him for Father's day. It was a surprise so I raided his wardrobe to look for his shirt size from the other shirts he owns. He wears a large and the large that I ordered him fit perfectly. He wears it more than often!!!,Positive
258,This scarf left a lot of lint on my other clothes. It sheds really bad. I am scared I will be left with no scarf at this rate. I guess you get what you pay for. ,Negative
259,"I followed all the washing instructions that came with the scarf and whenI was done, it had tiny holes in it. I could not wear it and I could not return it either. I was so mad stay away ",Negative
260,"Scarf sheds more than my grandmas cat Bobby. I am so disappointed. For the price, I expected just a little bit more. It did not all do to waste though, I kept it to decorate the snowman in winter ",Negative
261,The picture makes it seem af if this scarf is warm and fluffy. I was surprised when I opened the package; its so thin and not very warm. I would need two of these for Canadian winters. I really wanted to buy only one good quality scarf ,Negative
262,The scarf was damaged straight from the package - missing tassels. I sent it back immediately   ,Negative
263,What is on the picture is not what you get with this scarf. I would have paid more to get a better quality scarf. ,Negative
264,"It's not made entirely of vegan friendly material. I read the misleading description and I bought the scarf. I only discovered weeks later that I had been lied to when I read the label. If you care about the environment, do not buy this scarf",Negative
265,The way the model in the picture wore the scarf made it seem like an infinity scarf. I was disappointed when I received the package today to realize that the scarf is not infinify. I don't really like to wrestle with my clothing all the time ,Negative
266,The measurements for this scarf are way off. It says 1m by 1m but I doubt that what I am looking right now is the scarf that I ordered. I really wanted to use it as a plane and train blanket but it looks like it's just going to be for my neck. I wish they could refrain from deceptive marketing ,Negative
267,"The pink color I received for this scarf is not as lively as the one in the picture. I bought a hat in the hot pink to match it with and I don’t think the pairing will go well. For that reason, I am returning this scarf ",Negative
268,The burgundy was not that deep for this scarf. I instead received a bright red which I have now fallen in love with. I wish they could take better pictures that show the real colors for their website. The scarf also sheds - its not too crazy shedding though ,Negative
269,I could have bought a better scarf or even two at this price. I am highly disappointed at how cheap looking and cheap feeling this scarf is. It was also caught up in Christmas delivery delays and I received it when I had almost forgotten about it ,Negative
270,I really liked these pants and found them flattering. I like the straight leg. I ended up ordering a second pair in blue.,Positive
271,"I ordered these pants and found them to run small. I called the store and organized an exchange for a bigger size, which I got in the mail in about a week. Really happy with them!",Positive
272,Didn't like these pants AT ALL! I had a busted inseam within a week. Couldn't return them because they were worn. DO NOT RECOMMEND!! ,Negative
273,I liked these pants and have worn them a lot since I got them. I found that they look a little stretched but they look fine once I put them in the dryer.,Positive
274,I wanted a nice pair of pants that I could wear to the office and on the weekend. I ended up ordering two more pairs and now they are all theat I wear. Great pants!,Positive
276,I hate these pants. I returned them right away. The website describes them as a straight leg but they are cropped too short. I am average height but I found they ended several inches above my ankle. Sigh.,Negative
277,I love the pockets of these pants! I find it hard to find women's pants that are flattering and functional. I love how they gather at the bottom without being too restrictive.,Positive
278,"I ordered these pants to replace another pair I had from this company, which I had ruined by a paint spill. I like the cut of these pants, and I like how they look",Positive
281,"I ordered these pants in my size but find the fit weird. The ankles and legs fit fine, but there is extra material around the waist and it is not flattering at all. It’s as if the wasit fits a size too large, and the rest of the pants are just right. I would advise people to size down. You should be fine because the material is stretchy. ",Positive
282,"I cannot believe how cheap these pants are. I ordered these in the dark wash and after trying them on noticed the seams look stretched, with the white of the seams really showing where the denim's dye didn't take. Cute, but I expected a lot more for the price.",Positive
284,"I bought a pair of the pants for each of my three sons. By the looks of how well they are holding up to their roughhousing, I think the youngest will be wearing these pants from hand-me-downs for the rest of his life! Lol!",Positive
285,"I ordered a Large but returned them for a medium. I found the fit of the pants to be really good for an athletic figure and was happy to size down. Customer service was great, and I got the new pair within a week or so.  ",Positive
286,"I thought that these pants wouldn't need a built because of the built-in tie, but it is just decoratve. I still have to wear a belt, which looks a little weird with the tie. I really like the deep pockets. They're surprisingly lightweight and very breathable. The material sort of feels like nylon but a little cheaper and thinner.",Positive
289,"I bought these pants in a M for my sister but they were too big, and actually ended up fitting me (L). I think the embroidery on the pockets is super cute, and I love the raw edge on the bottom. They were delivered quicker than I expected, which was awesome!",Positive
290,"I love the graphics on this shirt, so I bought one for myself and my best friend for her birthday. The material is pretty thin but what do you expect for something so cheap. Really cute!",Positive
291,"I think this shirt is super cute and casual, and goes with practically everything I own lol. The sleves are really long but I just roll them up once or twice and it looks cute.",Positive
292,"I am not that tall (5'6"") but for some reason this shirt looks like a crop top on me. Expect to size up or find another shirt. ",Negative
293,I liked this shirt and find it true to size. I ordered it in two different colours but I got it delivered in two separate packages. Wasn't happy having to go to the post office twice!,Negative
294,I think this shirt looks really good on its own but I also wear it to work under a blazer or with a cardigan and matching scarf. I get questions about it almost every time I wear it! Super happy with how it's held up to frequent use given how inexpensive it is.,Positive
296,"I love how vibrant the green is in this shirt. I am a redhead so the pattern really pops! I am a little heavy set so I sized up to be cautious, which was the right call. I am debating getting it in the other two patterns as well!",Positive
297,"This shirt is really flowy, which I like, but if you don't like that you should size down. I originally bought it to wear casually with jeans but I find if I pair it with some nice jewellery I can get away with wearing it to work. I've been using special laundry detergent and haven't notice the color fading at all, score!",Positive
298,This is a great work out shirt. I bought it originally for running but noticed it's really stretchy and wear it for yoga too. It’s super cute and I will often wear it to and from the gym.,Positive
299,"This is the WORST work out shirt. Was this even tested? At all? The description says it can be used for yoga and training but the seams of the shoulders couldn't even hold up to warrior. Horrible quality. Glad I didn't spend a lot on it, not bothering fighting with Returns.",Negative
300,This is a fine shirt. Does it's job. I ordered three to wear under my dress shirts at work and I find it keeps me cool and doesn't hold onto sweat stains.,Positive
