id,Comment,Sentiment
1379,"I tried this on today and i wish i had taken it home. for me it was true to size, and the star print was perfect. flowy but not in maternity way at all. im gonna have to go back for this one!",Positive
1381,"Although i love the soft feel of the sweater, the zig zag design was very unflattering. also, the length is much shorter than appears in the picture. i will be returning it.",Negative
1389,Im not crazy about maxi dresses so when i found this fun print with fringe-it spoke my language. love this dress. feel this dress will work with many seasons. dress falls nicely and feels comfortable. i was worried it would be too long but with a 2 inch heel-its perfect. have paired it with some red dangled earrings that spice it just right.,Positive
1390,"For the price of this dress, i was expecting something decent. the style is cute, but nothing more. however, the type of the polyester that the dress is made of.... oh my. it is a thick unpleasant material, that will cling to a body when it is hot. i never came across an item at retailer that was made this cheaply.
the tag on the back was hanging at half and the button on the front was ready to come off before i even tried this dress on.
no need to say - its going back asap.
you should not sel",Negative
1391,"I have been wanting this sweater and decided to order. when i received it, there was no tag on the product. it was not in a typical clear bag from retailer and it wasnt packaged nicely. it came from reno, nv. most products i order do not get shipped from there. it is short, and im 51. most clothes that are short fit me with no problem. this sweater might hit me at the waist, or maybe shorter. i think the color is nice and the sweater is soft but not what i wanted. i am going to return it",Negative
1393,I purchased this dress for my bridal shower and it was perfect! the details on it are amazing-delicate and lovely! i am 511 and it hit just above my ankles which i loved because i could show off my shoes!,Positive
1400,"Great fit, perfect length! so happy with these jeans. the fabric is pretty stretchy but definitely still has a denim feel. very soft - love these jeans!",Positive
1401,"I bought this top at my local retailer in a burgundy color. it is so beautiful and feminine. i want to get it in the other color they had in the store and also this black one available on-line. i bought it in a size 6 and i am 5 2 , 34d. i sometimes get tops in petite but i felt the reg size fit just fine.",Positive
1409,"This top runs small across the top. i was amazed at the material--polyester, i am sure--because the price was so high. it has a sheer layer underneath, which i think would make it hot in the summer. i love this kind of tank but it just did not look as good as it does online.",Negative
1411,"I bought this tank in the blue popsicle print, and i think its cuter in person than it is online. the beautiful pastel colors on the popsicles really stand out and make it special. i am normally a size 4-6, and the small fits me perfectly. also, i appreciate that its lined. i wore it with skinnies, and received lots of compliments. its the perfect tank for summer!",Positive
1415,This well made chemise is figure flattering and just the right length for me (52). i would wear it as a slip or a nightie. looking forward to wearing it!,Positive
1418,"I ordered this in the plum color, which in real life just looks like a very, very dark brown. that would probably be okay, but the dress is actually about 3 inches shorter than the listed measurements. i ordered the regular length, but the shortest part of the hem hits me only about halfway down my thigh...way, way too short. i am 55, for reference. lastly, i think the fabric is just awful quality, especially for this price point. the slight texture makes it want to cling to itself - worn ou",Negative
1419,The price is high and i have to dry clean this? no thanks.,Negative
1420,"This is a great summer maxi dress. i am 54 120lbs, about a size 4 in dresses, 32dd. i got this in an extra small. i was really happy that on someone my height, its just a few inches above my ankle, so did not shorten me at all. the straps were a good length, and the waist hit at the right spot. i dont think the waist detail not going all the way around is a big deal, there are the little snaps in the straps for your bra, and skirt is lined. the turquoise color is really pretty and the fabric",Positive
1422,This dress is super comfortable and the material is so soft. the fit is very flattering and will cover any imperfections if you are heavier and want to hide anything. its more fitted in the top and drapes on the body very nicely. the hem is asymmetrical and the highest part of the hem hits about 2 inches above my knee and i am 53. i will wear this with tights for work. color is very nice also.,Positive
1428,I ordered a regular size xs and the length is still fine for me at 52. i love the color and the fabric is super soft and comfortable. ill get a lot of use out of it this summer and the sale price is a great bargain!,Positive
1433,"Im a big retailer buyer- and usually love the dresses, especially the petite xs maxis. this was the worst retailer purchase i have ever made. 

it was humongous and gave me no shape. even if i purchased an xxsp it probably would be the same. im small but i mean come on- this would only fit a giantess-- which also makes no sense because its the petite size. 

do not buy. im very upset i have to pay the $5.95 return fee since i ordered this.",Negative
1434,"The dress is just ok. i cannot imagine having paid full price for this. i got it for florida vacation. i put it on to wear to church first and spilled a drop of lavender oil on it and it stained!!!! cant get it out. thats punk for a dress that even on sale is like. 
sending back",Negative
1440,"Looks fitted on, but this just turned out to be an oversized muumuu on. the fabric also felt cheap.",Negative
1441,This is a solid well made transistional dress going from late summer to fall. im 57 and got the medium and it falls a little above my knee. i could see it being very flattering on many body types. i do think you need to accessorize the dress as it is on the bland side. i bought the plum/brown color and am very happy with it.,Positive
1445,So i got this on sale and the only size they had was a xs petite. i didnt have my hopes very high but i thought i would give it a shot. the dress came today and it fit great. i am 56 so the petite came just above my knees but the dress is still adorable. the material and cut is great. this is not what i was looking for but it is a welcome addition.,Positive
1447,"I have mixed feelings about this dress. the color is fantastic. not too bright, not too dark. the material is super soft and comfortable and the length was perfect. i did end up returning this item though as no matter which bra i chose, the straps showed. it just was not hitting my right on the shoulders. i do not like having my bra straps show or constantly be trying to tuck them away (especially at a wedding or work?). this is what ultimately led me to return the dress ? even though it is beau",Negative
1448,"This dress is super soft and really flattering. im 52 and i tried a regular size m in the store and hated it on me, but decided to order a petite m and give it a try and i love it. its one ive been wearing a lot with ankle boots and all sorts of jackets. its great for these fall days that are still warm-ish. would be really cute with tights.",Positive
1452,Despite other reviewers comments on size - i really wanted this one to work so i ordered it. im typically a size xs and d chest and instead i ordered a small. the body of the sit for well but the cups of the suit id said for more for a b. (if i lifted my arms i would literally come out of it),Negative
1453,Love the sweater. the knit has a rich look and the fit is perfect. i paired it with a printed pencil skirt for an eclectic look. strongly recommend to your wardrobe.,Positive
1455,"This is a nice shirt, but i cant keep it. i ordered a 0 and i do have an athletic build with somewhat wider shoulders given how petite i am (usually wear 00 petite in all pants) and i think this size was perfect (fit across the back perfectly) when you lift your arms the way it is cut makes it really tight across the chest and shows your stomach. at the same time, the high low styling makes for a really strange shirt-tail in the back. im sure this is the trend but it really does not look cute",Negative
1458,"I just got this in the mail & had to immediately write a review. i love it!. i took a risk & ordered the xxs, which i assume is a 00. it fits me perfectly so i would say it runs large. im a true dress size 2 but usually wear a 0 or xs in us sizing. the shoulder length from seam to seam is about 14 inches. im 32c-24-34. hope this helps!",Positive
1459,"This shirt feels so nice, its heavier weight and so soft.. i think its lyocel... such a great drape to the shirt that is so flattering. i am 58 128lbs and 34c/d and purchased a size 4. found this item to be true to size, if not slightly loose, but i love the flow of it. highly recommend, the green is classic and timeless, very versatile.",Positive
1462,"This bra runs very small, and is hard to get on and off. i think if i went a size up i would be happier.",Negative
1464,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didnt heather give it a hook and loop closure instead?,Negative
1465,"I love this top, i dress it up when i need to be more professional and i dress it down with a pair of cutoffs when its warm. it is delicate, however, so i try not to wash it too frequently. the front is a bit boxy, which the model demonstrates. the model really encompasses the crisp whiteness of the shirt, the flow of it and the length.",Positive
1467,"This was going to be my go to top. i loved the look of the billowy shirt, especially in light blue. when it arrived, i knew it wouldnt work for my body. im athletic build with muscular upper arms and a d cup. i tried it on anyway. i really wish it fit. it was snug in the upper arms and pulled a bit in the front. i knew if i ordered a size up the arms would still be tight. its just the cut of the shirt. this top is best for someone that isnt busty and has slender upper arms.",Negative
1470,"I was looking for an oversized silhouette but this is more like a beach cover-up. the waist does not have elastic or any structure. the top fabric is crossed over but not sewn closed, and because the fit is so loose it just gaps open. the fabric is nice quality but i am returning.",Negative
1474,Saw this on the sale rack and decided to try on. i looked like the dancing hypos in the movie fantasia. i am petite and not heavy but this is for very slim and tall people. too much fabric in the peplum part.,Negative
1475,This product is comfortable and stylish. i love the design and the color print. i can dresss it up and dress it down. it goes with everything and also fits great.,Positive
1478,Love this top for the fall. looks great with dark skinny jean and booties.,Positive
1481,Runs a size big unless you want it really boxy. felt the matl was flimsy and would prob pill soon. turquoise was a pretty color but returning this one.,Negative
1482,"I ordered these because i loved the wide cut and overall look. but returned them because they fit weird. too tight around the too high waistline (and normally, i like a high waistline). fit ran small. and the overall quality of the fabric wasnt as nice as i was hoping for. pretty disappointed.",Negative
1483,"I wanted this tank to work so badly! it was a great deal and so beautiful. unfortunately the top fitted portion ends right below my chest then the shirt flares out so i looked like a cupcake. my belly also showed slightly because the shirt is short. if you have a short torso, this would work great. if not, unfortunately, its not great - tear",Negative
1484,"I am 58 with curvy, muscular body and 36ddd boobs. the ruffle ends up hitting me right below my breasts and creates the look of being about 6 months pregnant. the beading is beautiful and i wish that it fit.",Negative
1492,I love this! seriously would buy again. i wish it was warmer out so i could wear it,Positive
1496,"I wanted to like this top so so so so badly. so badly in fact, that after the first size didnt fit, i ordered two other sizes to make sure: xl, l, m. none of them worked i really wanted to like this top. the online photo makes the clothing look so flattering and the shirt is just not....at least on me. the shirt online on the model looks slimming and a lot longer than the actual piece of the clothing. the beaded work is very beautiful, but short causing the very poofy peplum to start at the mos",Negative
1498,"I followed the advice of other reviewers and sized down. however, the jacket was still too large. it fit fine in the arms but the body/width of the jacket was huge. also i found the wool material to be extremely itchy. it might work if you are layering it over long sleeves but still make sure to size down at least one or maybe even two sizes.",Negative
1499,"I stumbled upon this by accident and i thought the turquoise color looks unique so i tried it on, and it was a great fit first time around. i dislike open shoulder blouses because most of them are too open but this one is very sutble which gives it a girl next door sexy look. the material is very soft, the pattern is subtle plaid, and the liner is a plus. size 2 regular fits me very comfortably (im 52, 34b, 26 waist, 36 hips). i could size down more but i like the relaxed look like on the mod",Positive
1500,"Gorgeous colors on lovely silk skirt. longer on me than in photo, but im only 54. i usually wear a size 12 or 32 waist jeans, but i could not zip up the large. by several inches. im not sure if i can possibly cover the waist and still wear it that way. sad because ive had my eye on this for months:(",Positive
1501,"Absolutely beautiful - 
usually dont leave reviews here, but this top (material, beading, style) is so gorgeous i would be remiss if i didnt. i have a short torso, so the peplum hit me above the belly-button. its very voluminous, but with the right pants and heels, it is a perfect outfit. as a full-time student, im apt to find retailer expensive - but this purchase was so very much worth it. in terms of sizing- i initially got the s to accommodate my bust (30f) but preferred the xs.",Positive
1503,"Beautiful dress with the colors and pleats. i did not have the same problems with the bust area that others did. my biggest complaint is the exposed zipper doesn&#39;t lay flat, even when just hanging on the hanger. when actually on a person the zipper juts out. had to be returned!",Negative
1505,"I have to confess i had very high hopes for this dress. i was buying it as a stylish, modern alternative to a business suit. i wanted this dress to work as a piece to deliver presentations in or attend faculty functions. tailored, conservative, and edgy at the same time. several hundred dollars dress should meet the aforementioned needs, i thought. but it did not. the best description for the dress is blah, average.

the material is textures and crinkly, not slick. the top is cream/ivory color",Negative
1508,"I really liked this top when i tried it on but as i wore it the bottom of the sleeves stretched out terrible where they looked worn out from wearing over and over, and since this happened with the first wearing and i paid $88.00 i sent it back. if it hadnt been for that its a comfy and cute casual top",Negative
1510,I know this product description says oversized but thats an understatement. i ordered a small and tried it on and i looked like a little kid in their fathers jacket. i dont even think an xs would have worked. im 56 and about 135 pounds for reference. i will say that the embroidery on the back is very cool and this jacket is overall a cool concept but its just way too big.,Negative
1512,"I bought three of these this summer--a mint, ivory, and yellow. when i received them, they looked nice enough in person. i liked the heart motif and the peplum. the problem is the knit was on the cheap side and stretched out. the arms were tighter than i liked but loosened up through the day. but, then the look became more matronly. i wish they had been 3/4 length or a vest. the cheap, outstretched look just didnt work. i ended up donating all of mine after a few wears. they also pilled conside",Negative
1515,This is such a beautiful dress.  but have to return for the reasons others have noted.  the chest does not fit well.,Negative
1516,"Girls, this dress is gorgeous.  but if you are an a/b cup, there is just too much fabric in the bust.  the entire dress is pleated from the shoulders down, so a curvier figure would be shown to great advantage in this beautiful number.  alas, i had to send it back and was very sad to do so.",Positive
1519,"This top can be dressed up or down, very good quality fabric and colors shown as the photo (blue). i usually wear petite sizes but chose the regular version because i wanted to be able to tuck it in. i think it might be too short otherwise.",Positive
1524,Exactly as pictured. great fit. love it.,Positive
1525,"Absolutely love everything about this sweater. i was hesitant to buy because its so oversized and i was worried it would overwhelm my small frame. but the xs fits great, i love the large knit look and the bell sleeves. pairing with dark denim skinny jeans helped balance out the sweaters oversized shape. wore it work and then to a party and received compliments on it all day.",Positive
1527,"The quality of this vest is outstanding, and the warmth is exceptional. i have worn it as a jacket on milder days, in work as a warmth layer and brought on vacation to act as both plus a bathrobe. it is a very stylist piece that can be worn open or belted. it runs large by style, but i am 51, 100 lbs and i can carry it off.",Positive
1528,This vest was of excellent weight but it had very little style. it was like a giant piece of felt was cut out with little thought to design or nuance. not for me.,Negative
1529,"I love this skirt! its a denim material, so its structured, but not too heavy for warm weather. the colors are bright. it may run a bit big, but i didnt have trouble with my usual size. the pockets are actually usable. great for casual and easy to dress up.",Positive
1530,Love the print of this fabric & the length. the buckles at the waist add a unique look so no belt necessary.,Positive
1541,"I felt inspired to write a review as soon as i put this on. the vest fits so well, and the thick fabric feels amazing. love the pockets! like the previous reviewer, i feel like ill be able to wear this with workout clothes or with a dressier outfit. it has an ever so slight racer back, so probably would look weird with sleeveless tops that come all the way to your shoulders, but i can already think about so many ways i want to wear it. the draping in the front also falls really nicely. great bu",Positive
1542,"With my 59, hourglass frame, wider hips and having a baby, i wear normally sizes 10/12 (m/l) in most retailer skirts and dresses. however, with this, i was able to fit into an 8; it just sat higher up and was too form fitting for my liking. here are my thoughts:
_________
pros:
- lots of stretch and comfort.
- pockets! always a plus in my book :)
- will go with any top.
- nice length. fit me as in the model.
- very slimming.
- you could probably go down a size if you are slender with not wide hi",Positive
1543,"This is a favulous cape...in fact i would buy another if there were other colors! it is oversized, playful, chic, dramatic and simply put a true statement piece. it will not be flattering to your figure...it is not suppose to...but it will show your true sense of style! wish it had pockets...i may add them for more play.",Positive
1545,"I ordered a small and it is enormous; i usually wear a size 10. it is short but the fullness in the body and the sleeves made me look like a sumo wrestler. also, it is a very heavy knit which would be great for up north but too bulky for atlanta unless the temps are in the 40s. im sending it back.",Negative
1553,"Lovely knit and so soft, but the bottom curls up underneath, similar to the bell sleeves. runs oversize too, got xs and its too bulky and unflattering since the bottom doesnt lay flat. returned!",Negative
1556,"Was scared at first to order this product, when i tried it on i was amazed on how good it looks. fits just like the model picture, and the material is awesome.",Positive
1560,"Ive passed this dress by a number of times online, but ordered it on a whim on the mothers day promo. based on the reviews, i ordered my regular size, medium. it fit perfectly. i do think the cut is on the trim side, but it isnt tight or fitted. i probably couldnt eat a big meal in this though as it would probably show in this dress. the fabric is buttery soft! the button placket down the front is very clean and lays flat. there are two side pleats that are a different fabric and are ever so",Positive
1563,"You make classy stuff. this skirt is a nice take on a tweed skirt.
colors: cant tell from the picture, but there is red and pink thread as part of the tweed, very fun and happy, yet appropriate colors for fall and winter. the cut is very flattering, the scallop part is interesting though, it is sown at one part of the skirt, in the middle, not sure why. i ordered the 0p, and that fit me like a glove. (26.5 in waist, 35-36 in hips, 115 lbs).

length on the petite was above the knee, like show",Positive
1567,"Love the blue color. is a bit short, but fine with a tank underneath. i purchased the small, thats what i usually wear.",Positive
1568,"This jacket is perfect! the crop length is just right! not to short and the way it is cut longer in the back it really paints a beautiful silhouette on my larger frame. im a a 12 typically but broad in the shoulders and larger in the bust 36dd. this jacket is loose fitting and roomy. i could probably have gone with a large, but im really happy with the xl as i can layer underneath and its just super roomy and comfy. the quality of this jacket is great. it will be a staple for years to come. i",Positive
1569,"Tried on this maxi dress recently, hoping i would have a new dress to enjoy but the frabic is just too thin. so sad :(. unfortunately it shows every lump and bump and even wearing spanx while trying on it still showed too much. a full length slip would help but i decided to put it back.",Negative
1571,These are some of my favorite new pants. i am never disappointed by the quality from this brand and they are super comfortable and adorable. a definite must have!,Positive
1572,"Gorgeous color and great price, but too low cut and because of the design, a camis wouldnt work. disappointed",Negative
1576,"I bought this online. this looked like a sweater that was accidentally shrunk in the dryer, when i received it.

i will be returning this.",Negative
1577,"Received december 23 and 83 degrees in louisiana but weather can change from hot to cold in an hour. this sweater is so soft, so cozy, im ready to run the air conditioning! beautiful styling, well-made, and has a generous fit that you may or may not prefer. this will be one of my very favorite garments . luxurious, and i deserve it. i ordered a large, have long arms, and the sleeves do come over hand as shown in photo. it is very loose and flows over my jeans. i am an extremely difficult to ple",Positive
1578,"Absolutely love, love this dress. it is so comfortable and falls perfectly. the material is great and you can dress it up or wear it casually. if it had more colors, i would get it it in any color it came in!!",Positive
1588,Love this top. very easy to wear to lunch or site seeing. the fabric is soft and drapes nicely.,Positive
1590,"I wanted this top ever since i saw it online, it is so me. its a nice mix of feminine and masculine, you can pair it with a nice pair of jeans or even business pants to dress it up. this will make the perfect summer shirt and it hangs so nicely! i highly recommend this shirt, i would get it before its gone!",Positive
1600,I sized up based on other reviews which was good advice. i am typically a size 6 but sized up to a 10. the pants are very unique and i think on the right body type would look amazing. it seems like someone with curves and a small waist might fit these splendidly...but thats not me. i had some extra material puffing about in the zipper region. i also expected the material to be thicker but found it to be more silky.,Negative
1602,"Got these in the red brick color, and unfortunately had to send them back. these are really cute and i loved the color and pattern, but they ran very small, and the cut between the legs and hips was odd. this may not have been a problem had i gone up at least one size. best to try them on if possible.",Negative
1603,"So comfortable, great fit, dress it up with wedges, down with flats,
extremely soft and flattering. i normally wear a xs/s and the small fit perfectly. im 56 and the length is just slightly cropped.",Positive
1604,"I just purchased these pants in red on sale. i am 5/5, 143 pounds, and the 10 fit perfectly (i am either an 8 or a 10 in pants, depending upon brand). it is really hard for me to find pants that are cute, unique, work-appropriate, and flattering. these pants fit the bill in all aspects. i thought i would prefer the black, but am really glad i got the red.",Positive
1608,I loved the jumpsuit but unfortunately had to return it due to running a little on the small size.,Positive
1609,"I love these pants! beautiful quality material, soft on the skin. fits well. definitely a tailored fit. true to size. unique design, and really fun!
i am 5 foot 5, and weigh 132 lbs. i am apple shaped, so i was worried these would be too tight around the hips, but they arent .",Positive
1614,"However, i unfortunately followed others advice saying these run small. i had to return/ exchange to a 00p. in turn had to give up the sassy red and settle for black. although they are beautiful trousers in black as well...",Positive
1618,"I wanted to love this sweater. the photo of the model makes it look so soft and warm. i liked the heavy texture and the extra long sleeves. however, after receiving this sweater i tried it on for less than 1 minute. one look in the mirror was enough to make me take it off and return it asap. the knit quickly expanding from small to large right over the bust, combined with the boxy shape was an atrocious combo. it must have added 30lbs to my physique and made my bust look matronly. yikes! this ma",Negative
1622,"These pants are fantastic! the pattern alone is to die for, but they also have just the right amount of stretch for the perfect fit! i received so many compliments when i wore them i felt like a rock star!",Positive
1630,I bought this today in a size 2. fits perfect. i am normally a 0 or 2 or xs. the top looks and fits exactly like the picture if you are small chested. because it is not long in the front. i think if you are larger chested the top will stick out too much and be too short in front. it is not super voluminous in front which is a good thing. it does have the volume in the back which gives it a cute shape. it is on the shorter side. very nice material and design as well as details. overall good pick.,Positive
1631,This dress is absolutely beautiful! it fits like a glove and the material is super soft. so in love with this! im 52m and normally a xs/s. the xspwas a better fit in the waist and chest. the arm holes were a bit tighter on me. the sp was way too large.,Positive
1634,"I decided to try this on just for fun because the colors and design are absolutely gorgeous. here are my thoughts:
_________________
pros:
- the jeweled neckline is lovely! it really helps set the dress apart.
- pockets!!! such an elegant dress to have pockets is a huge plus in my book. :)
- the length is ideal for taller folk.
- it swings beautifully on the body and flares out quite a bit on the bottom. if youre tall as i am, this wont be an issue.
- nicely conservative at the top.

cons:
- i",Positive
1635,I loved this sweater when i saw it online and ordered right away. i purchased a s and the fit was very off. the arms were long (which i dont mind) but the sweater was also super heavy and bulky so it was not at all flattering. i really wanted to love it and it seemed to be of good quality but it i had to return it.,Negative
1637,Beautiful colors,Positive
1638,"This just wouldnt lay right on me. the top is really too big. maybe if youre really busty, this is great, but not for me. i know the top is supposed to be a bit blousy, but it was huge and droopy and unflattering (not like in the picture). the arm holes were too big and hung down so you could see my bra, which i really hate and which is way too common lately. the bottom half fit perfectly, so sizing up or down would not have helped. the material is super light and comfy, which i liked very muc",Negative
1641,"This dress is stunning! my sister-in-law was hoping to use it as a bridesmaid dress for her wedding and i ordered it for fitting purposes. it fit beautifully on my 510 frame. unfortunately she decided against it due to availability and because of the length on the shorter bridesmaids. while it fell to a couple inches above my ankles, it made the shorter girls look shorter. i ended up returning it but am regretting not keeping it now!",Positive
1642,"I was a little concerned ordering these online without seeing them in person but they do not disappoint! the fabric has a little texture to it that makes them look and feel like a high quality pant. the design is unique and provides visual appeal, and i still feel like i can wear them in my office without looking out of place. i love the high waist on these!",Positive
1644,"This skirt is a nice medium weight and is lined. my normal size 4 fit perfect. i only wish it was available in petites. if you are petite, the skirt is ankle length. but this is a good skirt to wear to work.",Positive
1645,"Runs large and pocket detail is very prominent. wanted a crisper, trouser-like pant--this is not it!",Negative
1646,"The beadwork is gorgeous, but the sleeves are so puffy, it looks as though youre wearing shoulder pads. the fabric of the shirt isnt that fabulous either.",Negative
1649,"Very pretty top, comfortable and soft but looks nice enough for work!",Positive
1650,Normally i am a size 10 or 12 but i sized down to a small. still very swingy and beautiful. i bought the pink and the taupe as well. the colors are beautiful and have great texture to hide stains!,Positive
1654,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? ill keep looking.,Negative
1658,This is not worth $128. it looks cute on but....there is no support in the bust area. just a slight tuck in the fabric -it also is very flowy which is great and it is comfortable but for the price and the thinness and lack of meatiness to the fabric itself i cannot recommend and will be returning. ill look for something else. i havent bought from retailer in a dogs age and i hope the quality hasnt slipped - i will look for another option.,Negative
1659,"I got this top in an xs and the fit is great. the top is a little darker than pictured. it looks great with white, kaki and denim.",Positive
1663,"Ive been adoring this online and while in store i happened upon this blouse and tried it on. the material was sturdy and the beading oh-so lovely, but on my frame it looked terrible. (i normally wear size m/10 in retailer clothes). as another reviewer mentioned, this blouse has rather puffy sleeves which arent evident in the photo of the model. as well, i also didnt love the collar, which doesnt quite lay flat. if i were to buy this i would have to wait for it to go on sale and then get the po",Negative
1665,"Extremely disappointed with this top. it runs extremely large. im 52, 130 lbs, 34c and usually wear between a 0-2 & xs-s tops at retailer. i ordered a 0 and it looked like a maternity top on me. the bottom half of the top flared out and did not fit close to the body at all. fabric was also a gauze-like material that was not soft. unfortunately, i will be returning.",Negative
1666,"Tried this lovely with high waste, wide leg, black flowy pants. everything i could hope for and more, but not quite!

size: blindly ordered size 6. im usually a small, occasionally xs in retailer brands like floreat and akemi+kin. im 55 tall, 130 lbs, 34d, 35-29-37, long torso, narrow shoulders, and short arms.

fit: size 6 had just enough space through the bust. the lace edged sleeves were roomy and just reached my wrists. the shoulders were just right. extra fabric ballooned out around t",Negative
1668,"The skirt is a little longer than i expected, it hits me at my calf, i considered having it shorten knee length but believe that may takeaway some of the aesthetic so im going to wear it as it. the quality is quite nice and the color is lovely, very feminine. nice skirt for a picnic",Positive
1669,I tried these on in the store and didnt buy them with the other items in my yes pile. i couldnt stop thinking about them and ended up ordering them. they are so cute. the fabric is a nice weight. they have little stretch.,Positive
1678,"Very cute top but runs very very big ! im5 ft 5 in tall, 120 lbs. i ordered the xs but it was so big it looked like a maternity top.. sadly returned the top. otherwise the top was made of good quality fabric.",Negative
1680,"I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes, the top and bottoms fit overall, but it doesnt look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work, which i am willing to work on s",Negative
1685,"Flattering fit and neckline. too thin to wear without a cami or tank underneath (for me), but i was expecting that. great go-to tee.",Positive
1687,I expected the waist to be cinched like it appears on the model but it isnt. i ordered the xs and im swimming in it (im 54 and 120 lb). would suggest ordering a few sizes down to avoid looking like youre wrapped in grandmas table runner.,Negative
1688,"I love this top. i am always looking for tops that are comfortable and work as basics. the material is super soft and not too clingy. it feels like pajamas, but looks very polished. i am a little wide in the stomach and bust, but this didnt look boxy. i got these in all 3 colors.",Positive
1693,"I really wanted to love this shirt. the fit was great, and the fabric just felt beautiful. luxurious, soft and flowing. but the collar was frayed... in addition, the little keyhole area fabric also had to be carefully handled to make it look smooth and not like bad workmanship. i put it aside to return it, then this morning went to have another look at it, wanting to talk myself back into it. but i cant overlook the fact id be ordering a new shirt that would look time-worn. it may be only this",Negative
1694,"This cardi is cuter in the stock photos. in person, the colors are a bit more drab. stock photos also dont show quite how much of a swing shape this has. it is very soft, though. returned it!",Negative
1695,The material is cheap and looks torn. not as nice as the picture.,Negative
1701,"Adorable foxes, i was smitten in the store but the fix is bizarre and the foxes dont come up very high so youre limited in the length you can wear. i bought the m/l based on salesperson advice and i cant imagine trying anything smaller, i usually wear a size s or 4 bottom, these were super snug. back to the store they went.",Negative
1708,"This sweater is thicker and darker than it appears online. i thought it would be more of a blush color, but its more dark gray and brown. it wasnt that flattering on me as a cardigan. looked a little cuter all buttoned up, but ultimately i am not keeping because of the color.",Negative
1709,"I like to have a capsule wardrobe for all seasons so that when i travel, or just for everyday, i have a multitude of options with a few good quality pieces. i am not a fan of dry clean only items, so anything that i can find that i can at least hand wash with good results and is within my color palette and sense of style is always a great find. this light weight cardi can work for multiple seasons easily, it is a tad boxy, but it actually works for me (54, 34c, 125 lbs) i can wear it with a c",Positive
1722,"Nice fabric, great color, would be lovely ... on someone with a straight-and-narrow body type. for ladies with curves, take a pass--too much like maternity wear, and not in that elegantly slouchy kind of way. the straight-up is she or isnt she kind of way.",Negative
1724,I love this top!!! i just had a baby and it is difficult to balance classy with comfortable with out looking sloppy. this top is perfect. it may run a tiny bit big but for the most part it is true to size. great for busty girls (36dd).,Positive
1725,"The color of this top is a bit more vibrant than online. material is light, but i can wear a beige bra underneath and not need a cami. fit was true to size for me and detail at the neckline is flattering. a keeper for me!",Positive
1726,I had to have this when i saw it in a store. i was drawn to the shape and the neutral colors. i wore it for the first time today with a black tank. on me it looks best unbuttoned. it looks good with pants. the small fit best although the arms are a little tight at the upper arms. i have muscles so i dont think i could wear it with any top with sleeves.,Positive
1732,"Note to photographers: please dont cinch the wait of a blouse to make something look tailored when it isnt. this could have been a real win if it had been more simply executed. im petite, way too much fabric. returned.",Negative
1735,"At first, i thought this top was going to be stiff. i am pleasantly surprised by how soft and flowy this blouse is. its lovely cream color with beautiful lace details. i appreciate the lining inside the bodice which means i can potentially go bra-less when its hot! im 52, 135lb and retailer size s usually gives me plenty of room because i have a small upper body. but i feel this top is slight short on me. that might be because i didnt wear it off-the-shoulder but had it hang from the top of",Positive
1737,"Perfect jean. these jeans are comfortable, the length is great, and the rise, at least for me, is spot on. my torso is fairly straight - not a lot of the hourglass thing going on - and somehow these jeans feel like they were made for me. thank you pilcro.",Positive
1738,This is going to be my go to all season. looks great with a sweater dress and boots also looks great with cords!,Positive
1739,"This skirt was horrible on me. it was loose in the waist, tight in the hips and poofed out like crazy at the tiered part on the bottom. the material also felt cheap and clingy. i guess the fit is tts, but its hard to tell given how strange the cut was.",Negative
1740,"I love this and instantly felt sexier when i put it on, yet with the longer sleeves and looseness felt i could wear it casually. 

i will say that i have to often keep adjusting/pulling the top neckline down. it seems to want to revert to above-the-shoulders position. 

the fabric and quality feels nice and it was a great purchase for me!",Positive
1746,"Unlike the other reviews, i love this skirt. the lining is a nice stretchy material, as is the eyelet overlay, making it a really easy to wear, and comfortable skirt while still looking polished and professional.   
i bought it so that its slim fitting, more like a pencil skirt. 
ive only worn it to work dressed up, with boots, but suspect ill get a lot of use in the summer with flip flops and a tee shirt. 
i highly recommend it, and think its a great price. 
it is longer than on the mode",Positive
1747,"I love panties. i love the prettiest, softest, most adore-worthy panties i can find. these are my favorite boy shorts--i can always put them on and feel pretty. no weird tight spots and the lace has a perfect amount of stretch. im a mom and my body isnt perfect anymore, but these panties give me confidence, with perfect coverage. i choose them more often than any other in my lingerie drawer. my only warning: wash these pretties as delicates, or the lovely lace colors will fade.",Positive
1754,Fits beautifully. perfect for spring and summer. the cut of this skirt gives your figure a wonderful shape. the quality of the material is excellent.  this item is perfect for to dress up for a date night or wear slightly more casually for a brunch.,Positive
